"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Factor Value[age]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[genotype]"	"Term Source REF"	"Term Accession Number"	"Sample Name"
"HA_7m_control4L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control4L"
"HA_7m_control5L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control5L"
"HA_7m_ppar1L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar1L"
"HA_7m_ppar2L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar2L"
"HA_7m_ppar3L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar3L"
"HA_7m_ppar4L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar4L"
"HA_7m_ppar5L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar5L"
"HA_9m_control1L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control1L"
"HA_9m_control2L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control2L"
"HA_9m_control3L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control3L"
"HA_9m_control4L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control4L"
"HA_9m_control5L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_9m_control5L"
"HA_9m_ppar1L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar1L"
"HA_9m_ppar2L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar2L"
"HA_9m_ppar3L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar3L"
"HA_9m_ppar4L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar4L"
"HA_9m_ppar5L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"9"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_9m_ppar5L"
"HA_11m_Control1L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_Control1L"
"HA_11m_Control2L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_Control2L"
"HA_11m_Control3L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_Control3L"
"HA_11m_Control4L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_Control4L"
"HA_11m_Control5L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_11m_Control5L"
"HA_11m_ppar1L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar1L"
"HA_11m_ppar2L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar2L"
"HA_11m_ppar3L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar3L"
"HA_11m_ppar4L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar4L"
"HA_11m_ppar5L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"11"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_11m_ppar5L"
"HA_13m_control1L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control1L"
"HA_13m_control2L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control2L"
"HA_13m_control3L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control3L"
"HA_13m_control4L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control4L"
"HA_13m_control5L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_13m_control5L"
"HA_13m_ppar1L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar1L"
"HA_13m_ppar2L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar2L"
"HA_13m_ppar3L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar3L"
"HA_13m_ppar4L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar4L"
"HA_13m_ppar5L"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"13"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_13m_ppar5L"
"HA_3m_control1Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_3m_control1Sol"
"HA_3m_control2Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_3m_control2Sol"
"HA_3m_control3Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_3m_control3Sol"
"HA_3m_control4Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_3m_control4Sol"
"HA_3m_control5Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_3m_control5Sol"
"HA_3m_ppar1Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_3m_ppar1Sol"
"HA_3m_ppar2Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_3m_ppar2Sol"
"HA_3m_ppar3Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_3m_ppar3Sol"
"HA_3m_ppar4Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_3m_ppar4Sol"
"HA_3m_ppar5Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"3"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_3m_ppar5Sol"
"HA_5m_control1Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control1Sol"
"HA_5m_control2Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control2Sol"
"HA_5m_control3Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control3Sol"
"HA_5m_control4Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control4Sol"
"HA_5m_control5Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_5m_control5Sol"
"HA_5m_ppar1Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar1Sol"
"HA_5m_ppar2Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar2Sol"
"HA_5m_ppar3Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar3Sol"
"HA_5m_ppar4Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar4Sol"
"HA_5m_ppar5Sol"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_5m_ppar5Sol"
"HA_7m_control1S"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control1S"
"HA_7m_control2S"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control2S"
"HA_7m_control3S"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control3S"
"HA_7m_control4S"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control4S"
"HA_7m_control5S"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild-type SVEV/129"	""	""	"HA_7m_control5S"
"HA_7m_ppar1S"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar1S"
"HA_7m_ppar2S"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar2S"
"HA_7m_ppar3S"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar3S"
"HA_7m_ppar4S"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar4S"
"HA_7m_ppar5S"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"Mus musculus str. 129/SvEv PPAR-alpha(-/-)"	""	""	"soleus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001265"	"Sample collection"	"7"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Ppar-alpha-Null"	""	""	"HA_7m_ppar5S"
