"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Survival]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Term Source REF"	"Term Accession Number"
"Pig Serum 91"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M030512SPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Serum 92"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M030512SS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Serum 93"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M030711SB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Serum 94"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M030810SB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Serum 95"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M030810SFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Serum 96"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M030810SFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Serum 97"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M030810SFR16"	"Lived"	""	""	"Fasted"	""	""	"FR16"	""	""
"Pig Serum 98"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M030810SFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Serum 99"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M030810SPR24"	"Lived"	""	""	"Fasted"	""	""	"PR24"	""	""
"Pig Serum 100"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M030810SPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Serum 101"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M030810SS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Serum 102"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M030811SB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Serum 103"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031212SB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Serum 104"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031212SFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Serum 105"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031212SFR4"	"Lived"	""	""	"Fasted"	""	""	"FR4"	""	""
"Pig Serum 106"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031212SFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Serum 107"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031212SFR16"	"Lived"	""	""	"Fasted"	""	""	"FR16"	""	""
"Pig Serum 108"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031212SFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Serum 109"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031212SPR24"	"Lived"	""	""	"Fasted"	""	""	"PR24"	""	""
"Pig Serum 110"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031212SPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Serum 111"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031212SS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Serum 112"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031510SB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Serum 113"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031510SFR2"	"Died"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Serum 114"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031510SFR4"	"Died"	""	""	"Prefed"	""	""	"FR4"	""	""
"Pig Serum 115"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031510SFR8"	"Died"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Serum 116"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031510SFR16"	"Died"	""	""	"Prefed"	""	""	"FR16"	""	""
"Pig Serum 117"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031510SFR20"	"Died"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Serum 118"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031510SS45"	"Died "	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Serum 119"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031609SB"	"Died "	""	""	"Prefed"	""	""	"B"	""	""
"Pig Serum 120"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031609SS45"	"Died "	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Serum 121"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031912SB"	"Died "	""	""	"Prefed"	""	""	"B"	""	""
"Pig Serum 122"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M031912SS45"	"Died "	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Serum 123"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M032111SB"	"Died "	""	""	"Fasted"	""	""	"B"	""	""
"Pig Serum 124"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040212SB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Serum 125"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040212SFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Serum 126"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040212SFR4"	"Lived"	""	""	"Fasted"	""	""	"FR4"	""	""
"Pig Serum 127"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040212SFR16"	"Lived"	""	""	"Fasted"	""	""	"FR16"	""	""
"Pig Serum 128"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040212SFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Serum 129"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040212SPR24"	"Lived"	""	""	"Fasted"	""	""	"PR24"	""	""
"Pig Serum 130"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040212SPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Serum 131"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040212SS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Serum 132"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040312SB"	"Lived"	""	""	"Control"	""	""	"B"	""	""
"Pig Serum 133"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040312SFR20"	"Lived"	""	""	"Control"	""	""	"FR20"	""	""
"Pig Serum 134"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040312SPR24"	"Lived"	""	""	"Control"	""	""	"PR24"	""	""
"Pig Serum 135"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040312SPR48"	"Lived"	""	""	"Control"	""	""	"PR48"	""	""
"Pig Serum 136"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040312SS45"	"Lived"	""	""	"Control"	""	""	"S45"	""	""
"Pig Serum 137"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040510SB"	"Died "	""	""	"Negative Control"	""	""	"B"	""	""
"Pig Serum 138"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040510SS45"	"Died "	""	""	"Negative Control"	""	""	"S45"	""	""
"Pig Serum 139"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040609SB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Serum 140"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040609SFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Serum 141"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040609SFR4"	"Lived"	""	""	"Prefed"	""	""	"FR4"	""	""
"Pig Serum 142"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040609SFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Serum 143"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040609SFR16"	"Lived"	""	""	"Prefed"	""	""	"FR16"	""	""
"Pig Serum 144"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040609SFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Serum 145"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040609SPR24"	"Lived"	""	""	"Prefed"	""	""	"PR24"	""	""
"Pig Serum 146"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040609SPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Serum 147"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M040609SS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Serum 148"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M042709SB"	"Died "	""	""	"Prefed"	""	""	"B"	""	""
"Pig Serum 149"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M042709SFR2"	"Died "	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Serum 150"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M042709SFR4"	"Died "	""	""	"Prefed"	""	""	"FR4"	""	""
"Pig Serum 151"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M042709SFR8"	"Died "	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Serum 152"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M042709SFR16"	"Died "	""	""	"Prefed"	""	""	"FR16"	""	""
"Pig Serum 153"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M042709SFR20"	"Died "	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Serum 154"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M042709SS45"	"Died "	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Serum 155"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M043012SB"	"Died "	""	""	"Fasted"	""	""	"B"	""	""
"Pig Serum 156"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050812SB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Serum 157"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050812SFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Serum 158"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050812SFR4"	"Lived"	""	""	"Fasted"	""	""	"FR4"	""	""
"Pig Serum 159"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050812SFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Serum 160"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050812SFR16"	"Lived"	""	""	"Fasted"	""	""	"FR16"	""	""
"Pig Serum 161"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050812SFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Serum 162"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050812SPR24"	"Lived"	""	""	"Fasted"	""	""	"PR24"	""	""
"Pig Serum 163"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050812SPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Serum 164"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050812SS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Serum 165"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050911SB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Serum 166"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050911SFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Serum 167"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050911SFR4"	"Lived"	""	""	"Fasted"	""	""	"FR4"	""	""
"Pig Serum 168"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050911SFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Serum 169"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050911SFR16"	"Lived"	""	""	"Fasted"	""	""	"FR16"	""	""
"Pig Serum 170"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050911SFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Serum 171"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050911SPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Serum 172"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M050911SS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Serum 173"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M051010SB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Serum 174"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M051010SFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Serum 175"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M051010SFR4"	"Lived"	""	""	"Fasted"	""	""	"FR4"	""	""
"Pig Serum 176"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M051010SFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Serum 177"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M051010SFR16"	"Lived"	""	""	"Fasted"	""	""	"FR16"	""	""
"Pig Serum 178"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M051010SFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Serum 179"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M051010SPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Serum 180"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M051010SS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Serum 181"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M051109SB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
